feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,target
-0.9012206141284835,6.891120019089074,0.7817797849435585,4.881550482311384,5.346386605423769,-2.0852528953254392,2.5419653662329176,2.6935438976973205,0.0571007410295461,1.2551270749467127,2.390555420715211,-0.39375224884500937,0.8509424135563177,0.4668269714505642,-1.019427683073952,2.0436257717693627,-0.785733548090117,-0.9669059520568242,-5.426978429592091,3.717092114071367,1
0.0723927259956818,1.1779552981093726,3.5775442872302143,0.39740374956195823,1.8926856623399702,-0.7228472357393836,1.1469879145820219,0.36188023575769335,2.191223282414167,1.2891307715114346,-2.353767633777337,-1.6076814249876255,-2.9381409396026545,4.075173748833349,1.337114266498652,0.6335326916722416,3.190234777207118,2.271308576908734,3.422517905832512,0.7645354182123685,1
1.4715306740812641,-0.04130637999192932,0.5657829698993879,-6.442122080844237,-0.15710294985922557,0.3509088812124117,-0.12612714522671442,-1.1135443660689357,0.9236428857454484,0.6670606209183796,4.424816277947173,-0.9101216574775246,3.9680964814662483,-2.2959650864318606,0.16803290078190392,-3.4045016094076064,1.6925647770047174,-1.5521268749017714,0.26615330769429235,2.13441664529722,2
-2.1138798877188476,-2.614207629833039,6.02171977120266,-3.606001603094978,-0.22097237579917817,1.5136326162698035,-1.2768673113459328,0.40555307446291544,3.1467891023880394,-0.4162156118253084,-2.490747313118793,-4.797034546486212,-2.8937892543053065,1.4718065100220494,3.0298986020634393,0.05488376941019402,4.356432905198142,2.2624650992856647,12.153607755451228,-0.6682649167002335,0
-2.5456319293901757,0.9272379808190152,5.898843992375362,0.9619105115820372,-0.19611570168296732,0.14750503577479313,-0.7732655293782188,3.0509111627030654,1.0341880727622832,-0.9354891263897511,-1.8290757629430447,1.9194544914819445,-1.2178130589411835,2.7987010908678696,1.8384879649885282,-2.324422194954267,-0.858904919064646,1.2683272432812878,4.733153101900491,-2.7646168706450447,2
1.9727560710368532,3.2452956493227574,-3.1836003715875374,-1.3169805922362947,2.767721371539333,1.0300241624054403,0.42441758181024425,-2.7226449350425033,0.9835036310458718,3.356182502217904,1.1579845728785538,0.2809943830391941,0.48629143189038326,2.256707079700047,-0.45281709068379516,2.4195418909734765,2.6408362674670993,-0.8233355471373613,-5.538750774590258,2.3584871953280024,0
0.021710897477419833,-0.6482439382195017,-0.45469439178409765,-4.746912924809745,2.0971702036273885,-1.6619509042695064,-0.7991106679994042,2.2656598128857848,1.5081217222611203,-0.26170046488918985,3.0030220694285905,-0.8217494498120342,3.07994460240988,-0.41317258311306515,-1.7344984137135633,0.02923808680197304,-1.4525047148241608,0.5829417693000287,2.72295641328819,1.867632807463774,2
-0.8877431516692373,2.32782890650122,-0.464967976697082,-2.7339345582060623,-0.4413781107177446,0.03868176125396838,-2.199615821212876,-4.167717023519024,2.5828374537041734,6.6931103464865505,-1.1003178569102499,3.9504355965115847,1.7850856730111944,2.5743431331970914,3.533267523944369,0.4600497271597248,9.644034348356904,-4.427906956238446,-1.0047529979498915,2.012839362411353,0
0.34228658842208814,4.258286039360625,5.477468818823279,5.033123852173077,1.200883080415311,-0.15779617105936428,-0.3094725260697271,0.7369217964813563,-3.077382593360988,-3.2885398659682386,-1.6212594603937893,-3.9634671300122766,-1.0506980421336316,1.3958496157738827,1.243436076508946,1.4405748297293721,-3.2292082387823027,0.11607405782555746,-6.039462217092992,2.594148112292972,1
0.23413244137366562,1.3421475776439187,6.526059934346207,-0.6596168298493207,-1.4464015294994106,3.0949015528418427,-0.0508913035187053,0.5946120388321101,0.16274153037605332,-4.328186508177613,-0.029351106675669314,-3.671250810673037,-0.5933286239947327,-2.9302443649281553,-1.8476469146179948,-2.354044813407133,1.798258538728167,3.8520767723755034,3.2099406989806476,-0.7864513237382593,0
